Month,Year,Date,ETo _mm,Precip_mm,MaxT,MinT,AvgT
4,2010,2010-04-10,1.57,0,13.2,9.7,11.2
4,2010,2010-04-11,0.31,23.37,11.6,8,10.1
4,2010,2010-04-12,2,9.4,13.5,5.1,9.7
4,2010,2010-04-13,3,0,15.6,5,10.1
4,2010,2010-04-14,4.03,0,16.5,6.1,11
4,2010,2010-04-15,4.23,0,19.1,4.6,11.8
4,2010,2010-04-16,4.42,0,19.2,5.7,12.2
4,2010,2010-04-17,4.71,0,22.3,6.6,14.2
4,2010,2010-04-18,4.99,0,22.7,7.1,14.6
4,2010,2010-04-19,1.95,0,15.8,8.6,12.5
4,2010,2010-04-20,3.18,15.49,14.5,5.6,10.2
4,2010,2010-04-21,2.26,0.76,13.1,6.2,9.2
4,2010,2010-04-22,3.96,0,17.3,5.7,10.9
4,2010,2010-04-23,4.15,0,16.5,6.5,11.6
4,2010,2010-04-24,4.25,0,19.3,7.7,12.2
4,2010,2010-04-25,4.85,0,22.6,6.1,13.5
4,2010,2010-04-26,4.22,0,20.4,5.5,12.7
4,2010,2010-04-27,0.79,17.27,15.1,6,11.2
4,2010,2010-04-28,2.85,1.78,14,4.8,9.2
4,2010,2010-04-29,4.54,0,15.8,4.4,10
4,2010,2010-04-30,5.26,0,20.8,5.9,12.5
5,2010,2010-05-01,4.75,0,20.8,4.2,11.7
5,2010,2010-05-02,5.29,0,26.6,5,14.2
5,2010,2010-05-03,5.07,0,22.6,7.1,13.7
5,2010,2010-05-04,4.95,0,24,7.8,14
5,2010,2010-05-05,4.99,0,20.5,5,12.5
5,2010,2010-05-06,5.62,0,22.5,7.4,16.5
5,2010,2010-05-07,5.3,0,21.8,4.4,13
5,2010,2010-05-08,4.95,0,21.1,4.4,12.6
5,2010,2010-05-09,3.14,0,16.3,8.7,11.9
5,2010,2010-05-10,1.37,3.81,13.4,6.4,9.8
5,2010,2010-05-11,4.97,0.25,20.8,3.4,11.5
5,2010,2010-05-12,4.56,0,18.6,4.8,11.4
5,2010,2010-05-13,3.67,0,17.7,8.6,11.8
5,2010,2010-05-14,3.71,0,18.3,8.6,12
5,2010,2010-05-15,3.64,0,18.1,8.9,11.9
5,2010,2010-05-16,2.87,0,16.1,9.4,11.1
5,2010,2010-05-17,1.06,2.29,14.5,9.6,11.5
5,2010,2010-05-18,4.37,0.76,20,9.6,14.9
5,2010,2010-05-19,3.75,0,20.8,7.4,14.3
5,2010,2010-05-20,5.79,0,23.2,7.1,14.5
5,2010,2010-05-21,4.99,0,17.4,7,11.9
5,2010,2010-05-22,5.03,0,16.1,4.8,10.3
5,2010,2010-05-23,5.71,0,19.7,4.8,11.9
5,2010,2010-05-24,4.36,0,15.5,7.5,11.2
5,2010,2010-05-25,0.89,11.43,14.5,7.8,11
5,2010,2010-05-26,4.14,0,16.5,7.8,12.5
5,2010,2010-05-27,2.15,2.79,14.7,6.5,10.5
5,2010,2010-05-28,4.21,0,20.2,4.8,12.5
5,2010,2010-05-29,5.91,0,27,7.1,15.8
5,2010,2010-05-30,5.87,0,27.9,7.6,15.7
5,2010,2010-05-31,5.12,0,23.8,8.8,15
6,2010,2010-06-01,4.78,0,23.4,10.6,15.4
6,2010,2010-06-02,5.32,0,23.6,9.3,15.3
6,2010,2010-06-03,5.76,0,26.9,10.8,18.1
6,2010,2010-06-04,5.77,0,26.6,12.4,18.5
6,2010,2010-06-05,5.8,0,27.8,13.7,18.7
6,2010,2010-06-06,5.82,0,29,13.2,18.9
6,2010,2010-06-07,5.13,0.25,23,10,15.9
6,2010,2010-06-08,4.94,0,22.6,8.9,14.6
6,2010,2010-06-09,5.17,0,23.5,9.8,15.2
6,2010,2010-06-10,5.67,0,21,9.8,15.2
6,2010,2010-06-11,6.1,0,27.8,6.8,16.3
6,2010,2010-06-12,6.91,0,33.2,9.1,20.3
6,2010,2010-06-13,5.48,0,20.5,9.6,14.7
6,2010,2010-06-14,3.88,0,19.9,9.4,13.3
6,2010,2010-06-15,5.38,0,21.4,7.7,13.7
6,2010,2010-06-16,5.29,0,23.5,5.7,12.9
6,2010,2010-06-17,5.38,0,23.6,6.4,13.4
6,2010,2010-06-18,5.2,0,20.8,9.2,13.1
6,2010,2010-06-19,5.47,0,22,9.8,14.1
6,2010,2010-06-20,5.12,0,22,6.7,13.2
6,2010,2010-06-21,4.68,0,19.6,9.4,12.8
6,2010,2010-06-22,4.41,0,20,9.5,13
6,2010,2010-06-23,4.26,0,19.9,9.9,13.2
6,2010,2010-06-24,4.27,0,22.3,10.4,14.4
6,2010,2010-06-25,4.6,0,20.3,12.1,14.9
6,2010,2010-06-26,4.18,0,20,10.9,14
6,2010,2010-06-27,5.26,0,20.8,10.2,14.7
6,2010,2010-06-28,4.84,0,17.1,9.8,13.3
6,2010,2010-06-29,3.91,0,20.1,9.7,13.7
6,2010,2010-06-30,5.08,0,24.3,8,14.4
7,2010,2010-07-01,5.24,0,23.1,6.7,14.2
7,2010,2010-07-02,5.09,0,23.5,7.9,14
7,2010,2010-07-03,4.91,0,21.3,8.2,13.5
7,2010,2010-07-04,3.38,0,16.2,8.6,12.1
7,2010,2010-07-05,2.23,0,15.5,10.7,12.5
7,2010,2010-07-06,1.07,0,14.8,11.4,12.7
7,2010,2010-07-07,2.72,0,16.2,11.7,13.2
7,2010,2010-07-08,3.86,0,22.1,11.7,14.6
7,2010,2010-07-09,3.6,0,22.1,11,14.2
7,2010,2010-07-10,3.61,0,16.8,11.4,13.4
7,2010,2010-07-11,4.11,0,18.3,11.6,14.3
7,2010,2010-07-12,2.88,0,18.3,13,14.7
7,2010,2010-07-13,4.49,0,20.2,10.3,15.3
7,2010,2010-07-14,5.18,0,26.8,9.2,16.2
7,2010,2010-07-15,5.44,0,29.1,11.8,17.9
7,2010,2010-07-16,4.89,0,24.3,12.5,16.5
7,2010,2010-07-17,4.6,0,24.4,12.4,16.1
7,2010,2010-07-18,4.84,0,24.7,11.4,16.1
7,2010,2010-07-19,4.2,0,21.6,10.9,14.5
7,2010,2010-07-20,2.4,0,16.9,11,12.9
7,2010,2010-07-21,2.85,0.25,18.6,10.8,13
7,2010,2010-07-22,3.68,0,17.4,10.9,13.3
7,2010,2010-07-23,4.19,0,18.2,11.5,14.1
7,2010,2010-07-24,4.28,0,21,12.1,14.9
7,2010,2010-07-25,3.18,0,17.3,12,13.8
7,2010,2010-07-26,1.87,0,16.9,11.1,13.1
7,2010,2010-07-27,3.67,0,17.5,10,13.6
7,2010,2010-07-28,4.07,0,18.2,9.6,13.8
7,2010,2010-07-29,4.49,0,22.2,8,14
7,2010,2010-07-30,4.15,0,21.8,11.1,14.7
7,2010,2010-07-31,3.59,0,20.7,11.4,13.9
8,2010,2010-08-01,3.37,0,17.9,10.4,13.1
8,2010,2010-08-02,4.05,0.51,21.9,10.4,14.3
8,2010,2010-08-03,3.97,0,21.2,10.9,14.2
8,2010,2010-08-04,3.45,0.51,19.7,11.3,13.7
8,2010,2010-08-05,3.61,0.25,20.8,10.9,13.9
8,2010,2010-08-06,2.84,0,16.9,10.9,12.9
8,2010,2010-08-07,3.06,0.76,16.7,10.7,12.8
8,2010,2010-08-08,1.88,0,17.9,10.9,13.8
8,2010,2010-08-09,2.94,0.51,17.3,11.6,13.4
8,2010,2010-08-10,2.9,0.25,17.4,10.9,12.9
8,2010,2010-08-11,2.81,0,21.2,11.1,14.3
8,2010,2010-08-12,3.53,0.25,19.2,11.6,14
8,2010,2010-08-13,3.18,0,17.4,11.3,13.7
8,2010,2010-08-14,3.25,0.25,20,11.8,14.2
8,2010,2010-08-15,4.07,0,23.6,10.7,15.4
8,2010,2010-08-16,4.39,0.25,25.2,9.2,14.9
8,2010,2010-08-17,4.31,0.51,23.9,10.6,14.9
8,2010,2010-08-18,4.47,0.25,25.2,8.2,15
8,2010,2010-08-19,3.92,0,22.9,9.8,14.4
8,2010,2010-08-20,3.39,0.25,20,11.3,14
8,2010,2010-08-21,3.02,0,20.3,9.9,14.3
8,2010,2010-08-22,4.28,0.25,24.8,7.4,14.4
8,2010,2010-08-23,5.49,0.25,34.2,10,20
8,2010,2010-08-24,4.91,0,,14.3,22.5
8,2010,2010-08-25,4.43,0,22,13.7,16.4
8,2010,2010-08-26,3.58,0,22.9,12.5,15.6
8,2010,2010-08-27,3.73,0,21.6,9.1,14.4
8,2010,2010-08-28,4.66,0,22.8,7,14.7
8,2010,2010-08-29,3.68,0,18.3,7.2,12.1
8,2010,2010-08-30,4.15,0,23.2,6.9,14.3
8,2010,2010-08-31,4.15,0,24.5,11.5,15.7
9,2010,2010-09-01,5.31,0,33.6,11.2,20.2
9,2010,2010-09-02,4.41,0,22.5,11.9,16.9
9,2010,2010-09-03,4.05,0,23.6,10.7,14.5
9,2010,2010-09-04,3.84,0,22.4,10.4,14.3
9,2010,2010-09-05,2.95,0,21.6,9.9,13.6
9,2010,2010-09-06,4.23,0,22.6,8.8,14.3
9,2010,2010-09-07,1.79,0,16.9,10.8,12.9
9,2010,2010-09-08,2.64,0,20.6,12.2,15.4
9,2010,2010-09-09,3.6,0,20.7,8.8,13.9
9,2010,2010-09-10,4.52,0,27.7,8.2,16.2
9,2010,2010-09-11,3.17,0,19.5,9.8,13.8
9,2010,2010-09-12,1.85,0,15.1,11.3,12.5
9,2010,2010-09-13,2.36,0,17.1,7.1,12
9,2010,2010-09-14,3.39,0,20.6,6.4,12.4
9,2010,2010-09-15,3.41,0,21,8.6,13.3
9,2010,2010-09-16,3.9,0,25.5,8.4,15.6
9,2010,2010-09-17,3.53,0,24.8,11.7,16.7
9,2010,2010-09-18,2.28,0,19.7,13.3,16.1
9,2010,2010-09-19,2.89,0,21.2,12.1,16.2
9,2010,2010-09-20,3.3,0,24.3,10.8,15.5
9,2010,2010-09-21,3.63,0,22.3,7.6,14
9,2010,2010-09-22,3.88,0,22.8,7.7,14.5
9,2010,2010-09-23,3.83,0,28.2,7.3,15.7
9,2010,2010-09-24,4.42,0,33.8,9.6,19.7
9,2010,2010-09-25,4.64,0,37.1,13.1,22.9
9,2010,2010-09-26,3.97,0,31.1,11.5,18.5
9,2010,2010-09-27,4.29,0,38.5,13.2,23.3
9,2010,2010-09-28,4.36,0,37.8,14.9,22.4
9,2010,2010-09-29,3.72,0,25.5,11.3,17.5
9,2010,2010-09-30,3.35,0,24.9,9.3,15.2
10,2010,2010-10-01,3.35,0,23.4,11.9,15.9
10,2010,2010-10-02,3.22,0,25,11.9,15.5
10,2010,2010-10-03,1.74,0,18,10.5,13.3
10,2010,2010-10-04,1.06,0,16.5,9.8,13.1
10,2010,2010-10-05,1.96,0,17.3,7.5,11.6
10,2010,2010-10-06,2.76,0,22.6,8.2,13.2
10,2010,2010-10-07,3.05,0,19.5,8.6,13.6
10,2010,2010-10-08,3.29,0,24.2,8.4,15.4
10,2010,2010-10-09,3.32,0,26.7,8.9,16.3
10,2010,2010-10-10,3.13,0,25,10.5,15.8
10,2010,2010-10-11,3.42,0,29.5,9.9,17.6
10,2010,2010-10-12,3.44,0,25.8,11.3,18
10,2010,2010-10-13,2.96,0,23.2,10.9,15.1
10,2010,2010-10-14,2.52,0,32.7,11.1,15.5
10,2010,2010-10-15,0.67,0,13.9,8.8,11.8
10,2010,2010-10-16,0.8,0,18,11,12.6
10,2010,2010-10-17,0.09,0,13.1,10.5,11.7
10,2010,2010-10-18,2.15,0,20.4,10,13.6
10,2010,2010-10-19,2.43,0,19,7.9,12.2
10,2010,2010-10-20,2.06,0,19.8,,13.2
10,2010,2010-10-21,1.65,2.79,17.7,10.6,13.2
10,2010,2010-10-22,0.47,2.29,15.9,9.6,12.5
10,2010,2010-10-23,0.64,18.03,16.3,9.4,12.2
10,2010,2010-10-24,0,46.23,15.7,12.4,14.4
10,2010,2010-10-25,2.45,0,19.7,9.2,13.2
10,2010,2010-10-26,2.47,0,20,5,11.4
10,2010,2010-10-27,2.41,0,20.3,3.9,11.1
10,2010,2010-10-28,2.52,0,21.3,6.9,13.2
10,2010,2010-10-29,0.88,2.03,16.7,9.4,12.8
10,2010,2010-10-30,0.65,13.72,15.4,9.6,12
10,2010,2010-10-31,2.25,0.25,19.6,8.4,13.1
11,2010,2010-11-01,2.56,0,25.2,8.6,16.2
11,2010,2010-11-02,2.68,0,27.4,9.4,17.5
11,2010,2010-11-03,2.58,0,28.9,10.9,18.3
11,2010,2010-11-04,2.82,0,30.3,11.9,19.4
11,2010,2010-11-05,1.5,0,18.5,9.4,12.9
11,2010,2010-11-06,1.65,0,17.7,9.8,12.8
11,2010,2010-11-07,0.01,24.13,13,7.6,11.7
11,2010,2010-11-08,2.03,0,15.9,5.6,9.7
11,2010,2010-11-09,1.81,2.79,15.5,3.8,10
11,2010,2010-11-10,1.95,0.25,17.1,7.4,11.3
11,2010,2010-11-11,1.94,0,18.8,6.2,11.2
11,2010,2010-11-12,1.97,0,18.7,3.9,10.5
11,2010,2010-11-13,2.39,0,22.6,7.4,14.3
11,2010,2010-11-14,2.17,0,25.2,9.6,15.4
11,2010,2010-11-15,2.45,0,26.5,11.2,18.2
11,2010,2010-11-16,1.98,0,21.5,8.8,12.3
11,2010,2010-11-17,1.99,0,20.7,6.6,11.8
11,2010,2010-11-18,0.9,0,12.9,5.1,8.5
11,2010,2010-11-19,0.06,7.62,11.5,7,10
11,2010,2010-11-20,0.48,28.7,10.8,4,7.8
11,2010,2010-11-21,0.91,7.62,12.6,3.8,7.1
11,2010,2010-11-22,0.75,5.08,13,4,8
11,2010,2010-11-23,1,12.95,12.2,2.1,8.2
11,2010,2010-11-24,1.47,0,10.9,-0.6,4
11,2010,2010-11-25,1.5,0,12.9,-1.6,5.1
11,2010,2010-11-26,1.49,0,14.3,-0.2,6
11,2010,2010-11-27,0.37,17.78,11.5,3.6,6.3
11,2010,2010-11-28,1.42,0.25,13.2,2.2,6.7
11,2010,2010-11-29,1.38,0,12.8,-0.5,5.3
11,2010,2010-11-30,1.31,0,15.1,0.8,6.6
12,2010,2010-12-01,1.54,0,15.2,1.5,8.2
12,2010,2010-12-02,1.08,0,15.2,3,8.7
12,2010,2010-12-03,0.87,0,16.3,6.5,10.2
12,2010,2010-12-04,0.43,0.25,13.6,7,10.3
12,2010,2010-12-05,0.26,17.27,15.5,8.2,10.4
12,2010,2010-12-06,1.42,0,15.7,7,11.5
12,2010,2010-12-07,1.56,0,19.2,5.8,10
12,2010,2010-12-08,0.18,12.45,13.2,6.2,10.2
12,2010,2010-12-09,0.39,2.29,16.5,12.4,13.5
12,2010,2010-12-10,0.29,2.29,15.3,12.4,13.4
12,2010,2010-12-11,0.99,0,19.7,10,13.5
12,2010,2010-12-12,1.59,0,21.7,8.4,13.3
12,2010,2010-12-13,0.84,0.25,15.9,6.8,10.3
12,2010,2010-12-14,0.1,6.86,13.2,7.4,10.6
12,2010,2010-12-15,0.94,0,13.1,4,8.3
12,2010,2010-12-16,1.16,2.79,14,1.3,7.7
12,2010,2010-12-17,0.05,22.86,12.4,8,10.3
12,2010,2010-12-18,0,20.32,13.3,11,12.5
12,2010,2010-12-19,0.02,43.43,13.4,8,11.2
12,2010,2010-12-20,0.34,4.32,10,7.1,8.4
12,2010,2010-12-21,0.58,17.27,13,7.2,10.1
12,2010,2010-12-22,0.61,5.33,15,8.1,10.7
12,2010,2010-12-23,1.28,0,13.9,4.6,8.4
12,2010,2010-12-24,0.81,0,13,3.5,7.9
12,2010,2010-12-25,0.1,26.42,12.2,6.9,10
12,2010,2010-12-26,1.3,0.76,13.9,6,9.3
12,2010,2010-12-27,1.29,0,14.5,4.8,8.9
12,2010,2010-12-28,0.42,69.09,12.7,5.3,8.7
12,2010,2010-12-29,1.27,5.08,12.6,2,8.6
12,2010,2010-12-30,1.37,0,12.4,-1.2,5.1
12,2010,2010-12-31,0.71,0,10.4,1.4,6.3
1,2011,2011-01-01,0.06,20.57,8.8,5.3,7.5
1,2011,2011-01-02,0.43,16.76,11.5,7.4,8.6
1,2011,2011-01-03,1.22,0,13.8,3.6,7.8
1,2011,2011-01-04,1.58,0,15.6,2.5,7.7
1,2011,2011-01-05,1.62,0,17.3,2,8.1
1,2011,2011-01-06,1.6,0,19.3,2.7,8.6
1,2011,2011-01-07,1.46,0,12.9,1.8,6.4
1,2011,2011-01-08,1.05,0,10.9,1.9,5.7
1,2011,2011-01-09,1.32,0,11.5,0.6,4.6
1,2011,2011-01-10,1.51,0,12,-0.8,5.1
1,2011,2011-01-11,0.56,0.25,12,4,7.8
1,2011,2011-01-12,1.7,0,18.8,7.1,11
1,2011,2011-01-13,0.52,0.51,14.7,6.4,10.7
1,2011,2011-01-14,1.64,0,16.4,7.6,11.5
1,2011,2011-01-15,1.79,0,19.5,7.2,12.5
1,2011,2011-01-16,1.75,0,20.1,7.6,12.3
1,2011,2011-01-17,1.88,0,21,8.8,13.1
1,2011,2011-01-18,2.06,0.25,22,6.1,12.4
1,2011,2011-01-19,2.01,0,18.3,6.8,12
1,2011,2011-01-20,2.07,0,21.4,6,12
1,2011,2011-01-21,2.14,0,21.5,5,12.3
1,2011,2011-01-22,2.01,0,21.6,5.9,12.3
1,2011,2011-01-23,2.25,0,24.2,5.9,13.2
1,2011,2011-01-24,2.16,0,20.2,4.3,11.7
1,2011,2011-01-25,2.31,0,21.8,5.2,13.4
1,2011,2011-01-26,2.28,0,25.3,6.7,13.8
1,2011,2011-01-27,2.3,0,22.8,6.2,12.8
1,2011,2011-01-28,1.94,0,16.6,3.5,8.9
1,2011,2011-01-29,1.08,4.83,12.5,4.9,9.2
1,2011,2011-01-30,0.8,12.7,13.3,5.8,10
1,2011,2011-01-31,1.88,0,14.7,3,8.4
2,2011,2011-02-01,2.47,0,17.6,5.9,10.8
2,2011,2011-02-02,2.61,0,17.1,2.7,10.3
2,2011,2011-02-03,2.13,0,15.7,1.8,7.5
2,2011,2011-02-04,2.21,0,17.1,2.3,8.8
2,2011,2011-02-05,2.99,0,24.2,5.4,15.5
2,2011,2011-02-06,3.3,0,24.2,11.2,18.4
2,2011,2011-02-07,2.52,0,20.7,7.3,12.3
2,2011,2011-02-08,3.05,0,16.2,5.2,11.2
2,2011,2011-02-09,2.83,0,18.3,4.2,10.5
2,2011,2011-02-10,2.81,0,18.7,1.8,10.1
2,2011,2011-02-11,2.87,0,21.4,2.5,11
2,2011,2011-02-12,2.76,0,20.3,4,10.5
2,2011,2011-02-13,2.5,0,17,2.1,8.6
2,2011,2011-02-14,0.38,7.11,13.1,7.1,10.1
2,2011,2011-02-15,1.43,2.54,13.9,9.2,11.3
2,2011,2011-02-16,1.94,20.07,11.6,4,8
2,2011,2011-02-17,0.11,41.91,9,4.9,6.3
2,2011,2011-02-18,0.41,22.86,9,3.6,6.7
2,2011,2011-02-19,0.2,26.67,6.6,2.1,4
2,2011,2011-02-20,2.11,0,12.5,1.6,6.2
2,2011,2011-02-21,2.13,0,11,0.5,5.4
2,2011,2011-02-22,2.69,0,14.7,0.5,7.4
2,2011,2011-02-23,2.05,0,12.1,2,6.7
2,2011,2011-02-24,1.35,13.72,11.2,2.2,7
2,2011,2011-02-25,2.15,25.15,11.7,0.7,7.9
2,2011,2011-02-26,2,0,10,-0.9,3.3
2,2011,2011-02-27,2.63,0,12.1,-2.1,4.5
2,2011,2011-02-28,2.73,0,12.2,-0.6,5.5
3,2011,2011-03-01,2.75,0.76,13.1,0.8,7.3
3,2011,2011-03-02,2.18,23.62,14.1,7.2,10.4
3,2011,2011-03-03,3.15,0,17.6,7.8,12.3
3,2011,2011-03-04,3.24,0,19.2,5,11.9
3,2011,2011-03-05,3.07,0,22,6.2,13.6
3,2011,2011-03-06,0.69,15.24,12.4,10.5,11.3
3,2011,2011-03-07,3.13,0.25,13.6,7.9,10.2
3,2011,2011-03-08,2.87,0,18.5,7,11.5
3,2011,2011-03-09,3.16,0,22.2,6.5,13.6
3,2011,2011-03-10,2.56,0,15.7,7.2,11
3,2011,2011-03-11,3.24,0,17.5,5.4,10.5
3,2011,2011-03-12,3.31,0,17.3,4,10
3,2011,2011-03-13,1.45,17.02,17.4,7.2,11.1
3,2011,2011-03-14,1.3,3.81,16.7,11.9,13.3
3,2011,2011-03-15,1.7,9.4,17.3,11,13.1
3,2011,2011-03-16,2.32,4.57,16,6.2,11.5
3,2011,2011-03-17,3.49,0,15.9,3,8.8
3,2011,2011-03-18,0.55,25.15,12.4,5.8,7.7
3,2011,2011-03-19,0.34,41.15,10.1,4.6,7.4
3,2011,2011-03-20,1.66,5.33,11.7,5.4,8.8
3,2011,2011-03-21,2.16,4.83,13.2,3.8,7.5
3,2011,2011-03-22,3.15,4.32,14.1,3.8,8.7
3,2011,2011-03-23,1.78,22.35,12.7,7.2,9.1
3,2011,2011-03-24,0.44,44.7,10.4,6.2,8.3
3,2011,2011-03-25,2.35,4.06,12.7,4.6,9
3,2011,2011-03-26,2.32,73.2,14.1,5.6,9.8
3,2011,2011-03-27,3.3,3.05,14,3.4,9
3,2011,2011-03-28,4.13,0.25,18.4,5.5,11
3,2011,2011-03-29,4.12,0,20.8,5,12.2
3,2011,2011-03-30,4.12,0,21.6,8.1,14.5
3,2011,2011-03-31,5.29,0,28,10.4,18.5
4,2011,2011-04-01,4.85,0,27.7,9.4,17.3
4,2011,2011-04-02,2.03,0,18.3,6.4,12.4
4,2011,2011-04-03,4.23,0,20.4,4.4,11.6
4,2011,2011-04-04,4.62,0,24.6,5.4,13.9
4,2011,2011-04-05,4.45,0,21.8,7,13.1
4,2011,2011-04-06,4.34,0,18.9,4.2,10.4
4,2011,2011-04-07,3.23,0.51,12,2,7.8
4,2011,2011-04-08,1.98,0.51,10.9,1,5.7
4,2011,2011-04-09,4.08,0,17.5,-0.1,8.1
4,2011,2011-04-10,4.21,0,17.7,2,9.5
4,2011,2011-04-11,3.94,0,18.7,4,10.7
4,2011,2011-04-12,4.16,0,17.2,4.6,9.8
4,2011,2011-04-13,2.78,2.54,15,3.6,8.7
4,2011,2011-04-14,4.13,0,17.5,2.7,10.1
4,2011,2011-04-15,4.6,0,23.4,5,13.6
4,2011,2011-04-16,3.86,0,22.4,7.7,14
4,2011,2011-04-17,3.78,0,20.8,10.6,14
4,2011,2011-04-18,1.8,1.27,15.2,11.3,12.8
4,2011,2011-04-19,3.16,0,18.7,10.1,13.4
4,2011,2011-04-20,1.15,4.57,14,10.4,11.5
4,2011,2011-04-21,4,2.03,18.2,6.2,12.3
4,2011,2011-04-22,2.61,0,16.2,4.2,9.7
4,2011,2011-04-23,2.43,1.52,14.9,6.4,10.8
4,2011,2011-04-24,4.09,3.56,18.1,9.2,12.8
4,2011,2011-04-25,2.19,0,17.3,8.4,11.6
4,2011,2011-04-26,4.94,0,20.6,6.7,12.3
4,2011,2011-04-27,4.73,0,20.4,4.8,12.4
4,2011,2011-04-28,5.09,0,19.1,6.6,11.8
4,2011,2011-04-29,5.5,0,20,4.6,12.3
4,2011,2011-04-30,5.97,0,23.6,7.4,15.9
5,2011,2011-05-01,5.4,0,24.7,4.6,13.6
5,2011,2011-05-02,5.62,0,26.8,6.3,15
5,2011,2011-05-03,5.16,0,24.7,5.8,13.7
5,2011,2011-05-04,5.96,0,31.2,7.8,18.1
5,2011,2011-05-05,5.65,0,26.4,9.4,16.4
5,2011,2011-05-06,4.94,0,22.2,7.2,13
5,2011,2011-05-07,4.61,0,21.2,4.7,12.2
5,2011,2011-05-08,2.08,0,14.9,9.4,11.7
5,2011,2011-05-09,4.6,0,20.8,6.2,12.5
5,2011,2011-05-10,4.39,0,17.3,4.3,10.5
5,2011,2011-05-11,4.24,0,18.6,8,12
5,2011,2011-05-12,5.31,0,24.9,5.4,13.7
5,2011,2011-05-13,5.24,0,22,5.9,13
5,2011,2011-05-14,3.2,8.13,13.5,5.6,9.7
5,2011,2011-05-15,3.41,1.52,13.5,4.6,9.2
5,2011,2011-05-16,2.34,14.73,14,7.9,9.8
5,2011,2011-05-17,0.68,12.95,12.6,8.7,10.1
5,2011,2011-05-18,3.91,1.27,18.8,6.8,12.2
5,2011,2011-05-19,4.43,0,16.9,5,11
5,2011,2011-05-20,4.52,0,19.4,8.2,12.9
5,2011,2011-05-21,5.15,0,22.2,7,12.9
5,2011,2011-05-22,4.62,0,18.6,5.9,11.7
5,2011,2011-05-23,5.37,0,20.2,8.1,12.7
5,2011,2011-05-24,5,0,20.8,4.6,12
5,2011,2011-05-25,2.34,3.3,16.1,5.6,10.1
5,2011,2011-05-26,5.19,0,21.4,5.4,12.9
5,2011,2011-05-27,5.23,0.25,19.4,6.3,12.9
5,2011,2011-05-28,3.48,1.52,17.6,6.7,11.4
5,2011,2011-05-29,5.49,0,19.9,7,12.4
5,2011,2011-05-30,4.87,0,17,5.9,11.1
5,2011,2011-05-31,1.04,1.52,13.3,7.2,10.3
6,2011,2011-06-01,4.1,0,15.5,6.7,11.1
6,2011,2011-06-02,4.1,0,17.9,5.2,11.6
6,2011,2011-06-03,1.89,2.03,15.5,6.2,10.9
6,2011,2011-06-04,0.29,44.45,13.1,10.2,11.6
6,2011,2011-06-05,2.42,1.02,17.9,10.6,13.3
6,2011,2011-06-06,4.24,0,18.3,8.8,13.7
6,2011,2011-06-07,5.38,0,22.7,8.8,15
6,2011,2011-06-08,4.72,0,20.8,9.4,13.9
6,2011,2011-06-09,4.39,0,20.7,10.1,13.7
6,2011,2011-06-10,5.19,0,21.8,10.1,14.1
6,2011,2011-06-11,4.56,0,20.5,10.1,14.5
6,2011,2011-06-12,4.74,0,19.5,9.8,14.2
6,2011,2011-06-13,5.01,0.25,22.2,9.2,14.8
6,2011,2011-06-14,5.11,0,24.5,10.8,15.4
6,2011,2011-06-15,5.44,0,24,9.6,15.4
6,2011,2011-06-16,3.41,0,17.2,9.6,12.5
6,2011,2011-06-17,2.23,0,14.9,10.2,11.9
6,2011,2011-06-18,3.76,0,15.7,10.4,12.4
6,2011,2011-06-19,4.98,0,20.4,10.8,14.3
6,2011,2011-06-20,5.37,0,21.6,10.8,15.8
6,2011,2011-06-21,5.43,0,23.5,11.3,15.8
6,2011,2011-06-22,4.82,0,20.5,10.1,14.5
6,2011,2011-06-23,4.9,0,21,9.6,14.3
6,2011,2011-06-24,4.22,0.25,18.8,8.7,12.7
6,2011,2011-06-25,3.67,0,18.9,10.4,13.2
6,2011,2011-06-26,5.05,0.25,21.1,10.1,14.3
6,2011,2011-06-27,4.51,0,22,9.2,14.1
6,2011,2011-06-28,0.97,16,15.2,11.5,12.8
6,2011,2011-06-29,4.01,0,21,9.6,14.7
6,2011,2011-06-30,5.48,0,25.5,8.5,15.4
7,2011,2011-07-01,5.71,0,30.7,9.8,17.4
7,2011,2011-07-02,5.3,0,23.9,10.9,15.9
7,2011,2011-07-03,5.74,0,30.2,9.6,17.8
7,2011,2011-07-04,5.26,0,22.8,10.6,15
7,2011,2011-07-05,5.17,0,23.4,8.9,15.2
7,2011,2011-07-06,5.38,0,25.1,11,16.5
7,2011,2011-07-07,5.1,0.25,22.4,10.4,15
7,2011,2011-07-08,4.19,0,18.9,11,13.7
7,2011,2011-07-09,3.29,0.25,19.1,10.7,13.3
7,2011,2011-07-10,4.44,0,19.9,11.2,14.3
7,2011,2011-07-11,4.84,0,22.2,10.8,15.2
7,2011,2011-07-12,4.52,0,20.9,10.9,15.3
7,2011,2011-07-13,4.76,0,23.3,11.8,16.4
7,2011,2011-07-14,4.92,0,22.4,9.5,14.8
7,2011,2011-07-15,4.42,0.25,21.4,8.5,14.4
7,2011,2011-07-16,4.56,0.25,22.9,12.6,15.8
7,2011,2011-07-17,4.05,0,23.1,11.6,16.5
7,2011,2011-07-18,5.18,0.25,24.2,9.2,16.2
7,2011,2011-07-19,5.44,0,26.9,11.6,17.7
7,2011,2011-07-20,5.23,0.25,25.8,9.6,16.1
7,2011,2011-07-21,3.26,0.25,17,11.7,13.7
